id,product_name,company,pack_size,price_before_pkr,discount_percent,price_after_pkr,availability,text
drug-3e9279bcdf88,Zithrax,Biocare,1 Vial,296,10,266,Sold Out,Zithrax is a pharmaceutical product marketed in Pakistan by Biocare. It is sold in a pack size of 1 Vial. Its retail price is Rs 266 after a 10% discount from the original price of Rs 296. Market availability: Sold Out.
drug-535e5132b2a9,Zithro,Davis Pharma,6,127,10,114,Available,Zithro is a pharmaceutical product marketed in Pakistan by Davis Pharma. It is sold in a pack size of 6. Its retail price is Rs 114 after a 10% discount from the original price of Rs 127. Market availability: Available.
drug-a62fdb5e7bba,Zithro,Davis Pharma,6,275,10,248,Available,Zithro is a pharmaceutical product marketed in Pakistan by Davis Pharma. It is sold in a pack size of 6. Its retail price is Rs 248 after a 10% discount from the original price of Rs 275. Market availability: Available.
drug-6ec1e2fc7fdc,Zithrofast,Medifine,10,255,10,230,Sold Out,Zithrofast is a pharmaceutical product marketed in Pakistan by Medifine. It is sold in a pack size of 10. Its retail price is Rs 230 after a 10% discount from the original price of Rs 255. Market availability: Sold Out.
drug-f57d0f624c2b,Zithromed,Medicraft,6,200,10,180,Sold Out,Zithromed is a pharmaceutical product marketed in Pakistan by Medicraft. It is sold in a pack size of 6. Its retail price is Rs 180 after a 10% discount from the original price of Rs 200. Market availability: Sold Out.
drug-e002d99d1d3d,Zithromed,Medicraft,15ml,150,10,135,Sold Out,Zithromed is a pharmaceutical product marketed in Pakistan by Medicraft. It is sold in a pack size of 15ml. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-107c3289ee6b,Zithrosan,Sante,10,432,10,389,Available,Zithrosan is a pharmaceutical product marketed in Pakistan by Sante. It is sold in a pack size of 10. Its retail price is Rs 389 after a 10% discount from the original price of Rs 432. Market availability: Available.
drug-b9980d85c587,Zithrosan,Sante,15ml,245,10,220,Available,Zithrosan is a pharmaceutical product marketed in Pakistan by Sante. It is sold in a pack size of 15ml. Its retail price is Rs 220 after a 10% discount from the original price of Rs 245. Market availability: Available.
drug-013b26fdb7f3,Zithrosan,Sante,5 ml,298,10,268,Available,Zithrosan is a pharmaceutical product marketed in Pakistan by Sante. It is sold in a pack size of 5 ml. Its retail price is Rs 268 after a 10% discount from the original price of Rs 298. Market availability: Available.
drug-ca7623947062,Zithrovel,Well  & Well,6,153,10,138,Sold Out,Zithrovel is a pharmaceutical product marketed in Pakistan by Well  & Well. It is sold in a pack size of 6. Its retail price is Rs 138 after a 10% discount from the original price of Rs 153. Market availability: Sold Out.
drug-3b7725f3d37b,Zithrovel,Well  & Well,15ml,165,10,149,Sold Out,Zithrovel is a pharmaceutical product marketed in Pakistan by Well  & Well. It is sold in a pack size of 15ml. Its retail price is Rs 149 after a 10% discount from the original price of Rs 165. Market availability: Sold Out.
drug-431c051fd644,Zithrovel,Well  & Well,6,150,10,135,Sold Out,Zithrovel is a pharmaceutical product marketed in Pakistan by Well  & Well. It is sold in a pack size of 6. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-e346df5fc6a0,Zithrovel,Well  & Well,6,275,10,248,Sold Out,Zithrovel is a pharmaceutical product marketed in Pakistan by Well  & Well. It is sold in a pack size of 6. Its retail price is Rs 248 after a 10% discount from the original price of Rs 275. Market availability: Sold Out.
drug-9644fd3d23dd,Zithrowan,Wisdom,6,150,10,135,Sold Out,Zithrowan is a pharmaceutical product marketed in Pakistan by Wisdom. It is sold in a pack size of 6. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-abde1c5ce295,Zithrowan,Wisdom,6,275,10,248,Sold Out,Zithrowan is a pharmaceutical product marketed in Pakistan by Wisdom. It is sold in a pack size of 6. Its retail price is Rs 248 after a 10% discount from the original price of Rs 275. Market availability: Sold Out.
drug-ef1f5d6ac8f3,Zitis,Shrooq,1x30's,200,10,180,Sold Out,Zitis is a pharmaceutical product marketed in Pakistan by Shrooq. It is sold in a pack size of 1x30's. Its retail price is Rs 180 after a 10% discount from the original price of Rs 200. Market availability: Sold Out.
drug-b8a32299c0ca,Ziton,Wisdom,10,293,10,264,Sold Out,Ziton is a pharmaceutical product marketed in Pakistan by Wisdom. It is sold in a pack size of 10. Its retail price is Rs 264 after a 10% discount from the original price of Rs 293. Market availability: Sold Out.
drug-346459eb5b8d,Zitrex,Genome Pharma,10,255,10,230,Sold Out,Zitrex is a pharmaceutical product marketed in Pakistan by Genome Pharma. It is sold in a pack size of 10. Its retail price is Rs 230 after a 10% discount from the original price of Rs 255. Market availability: Sold Out.
drug-3ac4b0609bb7,Zitrex,Genome Pharma,6,153,10,138,Sold Out,Zitrex is a pharmaceutical product marketed in Pakistan by Genome Pharma. It is sold in a pack size of 6. Its retail price is Rs 138 after a 10% discount from the original price of Rs 153. Market availability: Sold Out.
drug-18665c13fbb0,Zitrigine,A'raf,3x10's,245,10,221,Available,Zitrigine is a pharmaceutical product marketed in Pakistan by A'raf. It is sold in a pack size of 3x10's. Its retail price is Rs 221 after a 10% discount from the original price of Rs 245. Market availability: Available.
drug-0eb3541f779d,Zitrigine,A'raf,3x10's,218,10,196,Available,Zitrigine is a pharmaceutical product marketed in Pakistan by A'raf. It is sold in a pack size of 3x10's. Its retail price is Rs 196 after a 10% discount from the original price of Rs 218. Market availability: Available.
drug-a6ce8a1421c6,Zitro,Glitz,6,150,10,135,Sold Out,Zitro is a pharmaceutical product marketed in Pakistan by Glitz. It is sold in a pack size of 6. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-baa8dcd370dc,Zocinitt,Lowitt,100,20,10,18,Sold Out,Zocinitt is a pharmaceutical product marketed in Pakistan by Lowitt. It is sold in a pack size of 100. Its retail price is Rs 18 after a 10% discount from the original price of Rs 20. Market availability: Sold Out.
drug-692f7d06e6c4,Zocor,OBS,1x10's,646,10,582,Available,Zocor is a pharmaceutical product marketed in Pakistan by OBS. It is sold in a pack size of 1x10's. Its retail price is Rs 582 after a 10% discount from the original price of Rs 646. Market availability: Available.
drug-896e26977e2f,Zocor,OBS,1x10's,324,10,292,Available,Zocor is a pharmaceutical product marketed in Pakistan by OBS. It is sold in a pack size of 1x10's. Its retail price is Rs 292 after a 10% discount from the original price of Rs 324. Market availability: Available.
drug-4e740249f621,Zocor,OBS,1x10's,1011,10,910,Available,Zocor is a pharmaceutical product marketed in Pakistan by OBS. It is sold in a pack size of 1x10's. Its retail price is Rs 910 after a 10% discount from the original price of Rs 1011. Market availability: Available.
drug-7fd2975c5f74,Zofran 8mg,GlaxoSmithKline,1,650,10,585,Available,Zofran 8mg is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 1. Its retail price is Rs 585 after a 10% discount from the original price of Rs 650. Market availability: Available.
drug-0bd57170ef2c,Zolacort,Hudson Pharma's,20 gm,188,10,169,Available,Zolacort is a pharmaceutical product marketed in Pakistan by Hudson Pharma's. It is sold in a pack size of 20 gm. Its retail price is Rs 169 after a 10% discount from the original price of Rs 188. Market availability: Available.
drug-890cb838306a,Zolam 0.5mg,Sante,3x10's,43,10,38,Sold Out,Zolam 0.5mg is a pharmaceutical product marketed in Pakistan by Sante. It is sold in a pack size of 3x10's. Its retail price is Rs 38 after a 10% discount from the original price of Rs 43. Market availability: Sold Out.
drug-2259d307d948,Zolanix,GlaxoSmithKline,4,748,10,673,Available,Zolanix is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 4. Its retail price is Rs 673 after a 10% discount from the original price of Rs 748. Market availability: Available.
drug-923a0e02ad2d,Zolard,Davis Pharma,14s,150,10,135,Sold Out,Zolard is a pharmaceutical product marketed in Pakistan by Davis Pharma. It is sold in a pack size of 14s. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-fb985cf14d60,Zolat Plus,English Pharma,14s,206,10,185,Sold Out,Zolat Plus is a pharmaceutical product marketed in Pakistan by English Pharma. It is sold in a pack size of 14s. Its retail price is Rs 185 after a 10% discount from the original price of Rs 206. Market availability: Sold Out.
drug-8e0edb379b2a,Zoldic,CCL,1 Vial,15000,10,13500,Sold Out,Zoldic is a pharmaceutical product marketed in Pakistan by CCL. It is sold in a pack size of 1 Vial. Its retail price is Rs 13500 after a 10% discount from the original price of Rs 15000. Market availability: Sold Out.
drug-cf2c163d316d,Zoldria,Cipla-A.J. Mirza,1 Vial,15000,10,13500,Sold Out,Zoldria is a pharmaceutical product marketed in Pakistan by Cipla-A.J. Mirza. It is sold in a pack size of 1 Vial. Its retail price is Rs 13500 after a 10% discount from the original price of Rs 15000. Market availability: Sold Out.
drug-c4bca8975193,Zolebid,Highnoon,10x10's,22,10,19,Sold Out,Zolebid is a pharmaceutical product marketed in Pakistan by Highnoon. It is sold in a pack size of 10x10's. Its retail price is Rs 19 after a 10% discount from the original price of Rs 22. Market availability: Sold Out.
drug-ac39a2b9f307,Zoledronic Acid AHP,Al Habib Pharmaceuticals,1 Vial,21629,10,19466,Available,Zoledronic Acid AHP is a pharmaceutical product marketed in Pakistan by Al Habib Pharmaceuticals. It is sold in a pack size of 1 Vial. Its retail price is Rs 19466 after a 10% discount from the original price of Rs 21629. Market availability: Available.
drug-63bad617d5d7,Zoleric,Genix,2x7's,149,10,134,Available,Zoleric is a pharmaceutical product marketed in Pakistan by Genix. It is sold in a pack size of 2x7's. Its retail price is Rs 134 after a 10% discount from the original price of Rs 149. Market availability: Available.
drug-1fa77d3f65bd,Zoleric,Genix,2x7's,188,10,169,Available,Zoleric is a pharmaceutical product marketed in Pakistan by Genix. It is sold in a pack size of 2x7's. Its retail price is Rs 169 after a 10% discount from the original price of Rs 188. Market availability: Available.
drug-cdac06ce3d04,Zolid,Getz Pharma,2 x 7's,208,10,187,Available,Zolid is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 187 after a 10% discount from the original price of Rs 208. Market availability: Available.
drug-ed24d4b253de,Zolid,Getz Pharma,2 x 7's,300,10,270,Available,Zolid is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 270 after a 10% discount from the original price of Rs 300. Market availability: Available.
drug-ed1c07a523e3,Zolid plus,Getz Pharma,4 x 7's,98,10,88,Available,Zolid plus is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 4 x 7's. Its retail price is Rs 88 after a 10% discount from the original price of Rs 98. Market availability: Available.
drug-417b3ea0f2d9,Zolid plus,Getz Pharma,2 x 7's,105,10,95,Available,Zolid plus is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 95 after a 10% discount from the original price of Rs 105. Market availability: Available.
drug-742aeef56957,Zoliget,Getz Pharma,2 x 7's,158,10,142,Available,Zoliget is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 142 after a 10% discount from the original price of Rs 158. Market availability: Available.
drug-85dd105ea8e9,Zoliget,Getz Pharma,2 x 7's,221,10,198,Available,Zoliget is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 198 after a 10% discount from the original price of Rs 221. Market availability: Available.
drug-11c5e2021825,Zoliget,Getz Pharma,2 x 7's,265,10,239,Available,Zoliget is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 239 after a 10% discount from the original price of Rs 265. Market availability: Available.
drug-66178b305e9f,Zolmig,ICI Pakistan Limited,1x3's,409,10,368,Available,Zolmig is a pharmaceutical product marketed in Pakistan by ICI Pakistan Limited. It is sold in a pack size of 1x3's. Its retail price is Rs 368 after a 10% discount from the original price of Rs 409. Market availability: Available.
drug-100208150264,Zoloft,Pfizer,3x10's,895,10,805,Sold Out,Zoloft is a pharmaceutical product marketed in Pakistan by Pfizer. It is sold in a pack size of 3x10's. Its retail price is Rs 805 after a 10% discount from the original price of Rs 895. Market availability: Sold Out.
drug-587952d8871e,Zolopat 0.1%,Remington,5ml,300,10,270,Available,Zolopat 0.1% is a pharmaceutical product marketed in Pakistan by Remington. It is sold in a pack size of 5ml. Its retail price is Rs 270 after a 10% discount from the original price of Rs 300. Market availability: Available.
drug-0a57cee3e5d8,Zoloxpan,Al Kemy,5's,268,10,241,Sold Out,Zoloxpan is a pharmaceutical product marketed in Pakistan by Al Kemy. It is sold in a pack size of 5's. Its retail price is Rs 241 after a 10% discount from the original price of Rs 268. Market availability: Sold Out.
drug-f8e43bf4bf9a,Zoloxpan,Al Kemy,30ml,140,10,126,Sold Out,Zoloxpan is a pharmaceutical product marketed in Pakistan by Al Kemy. It is sold in a pack size of 30ml. Its retail price is Rs 126 after a 10% discount from the original price of Rs 140. Market availability: Sold Out.
drug-08ea2ad4d83a,Zolp,Adamjee Pharmaceuticals,2x10's,302,10,272,Sold Out,Zolp is a pharmaceutical product marketed in Pakistan by Adamjee Pharmaceuticals. It is sold in a pack size of 2x10's. Its retail price is Rs 272 after a 10% discount from the original price of Rs 302. Market availability: Sold Out.
drug-c7fd3ea279f3,Zolpip,Titlis Pharma,1x14's,189,10,170,Available,Zolpip is a pharmaceutical product marketed in Pakistan by Titlis Pharma. It is sold in a pack size of 1x14's. Its retail price is Rs 170 after a 10% discount from the original price of Rs 189. Market availability: Available.
drug-5ab0e0171e33,Zolpip,Titlis Pharma,2 x 7's,95,10,85,Available,Zolpip is a pharmaceutical product marketed in Pakistan by Titlis Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 85 after a 10% discount from the original price of Rs 95. Market availability: Available.
drug-29c10ca54fe2,Zolpip,Titlis Pharma,2 x 7's,158,10,142,Available,Zolpip is a pharmaceutical product marketed in Pakistan by Titlis Pharma. It is sold in a pack size of 2 x 7's. Its retail price is Rs 142 after a 10% discount from the original price of Rs 158. Market availability: Available.
drug-c3534ada9aa0,Zolpip,Titlis Pharma,1x14's,131,10,118,Available,Zolpip is a pharmaceutical product marketed in Pakistan by Titlis Pharma. It is sold in a pack size of 1x14's. Its retail price is Rs 118 after a 10% discount from the original price of Rs 131. Market availability: Available.
drug-998413d1b162,ZOLREST 600.MG TAB,Bosch,12,600,10,540,Available,ZOLREST 600.MG TAB is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 12. Its retail price is Rs 540 after a 10% discount from the original price of Rs 600. Market availability: Available.
drug-91e32c083565,Zolsure,Medisure,1x14's,320,10,288,Sold Out,Zolsure is a pharmaceutical product marketed in Pakistan by Medisure. It is sold in a pack size of 1x14's. Its retail price is Rs 288 after a 10% discount from the original price of Rs 320. Market availability: Sold Out.
drug-d0cb9e7f9965,Zoltar,Pharm Evo,2x7's,130,10,117,Available,Zoltar is a pharmaceutical product marketed in Pakistan by Pharm Evo. It is sold in a pack size of 2x7's. Its retail price is Rs 117 after a 10% discount from the original price of Rs 130. Market availability: Available.
drug-0548215914cb,Zoltar,Pharm Evo,2x7's,141,10,127,Available,Zoltar is a pharmaceutical product marketed in Pakistan by Pharm Evo. It is sold in a pack size of 2x7's. Its retail price is Rs 127 after a 10% discount from the original price of Rs 141. Market availability: Available.
drug-11b469f58a7b,Zomacin,Stand Pharm,2ml,118,10,106,Available,Zomacin is a pharmaceutical product marketed in Pakistan by Stand Pharm. It is sold in a pack size of 2ml. Its retail price is Rs 106 after a 10% discount from the original price of Rs 118. Market availability: Available.
drug-cccc6590d9a9,Zomacin,Stand Pharm,2ml,206,10,185,Available,Zomacin is a pharmaceutical product marketed in Pakistan by Stand Pharm. It is sold in a pack size of 2ml. Its retail price is Rs 185 after a 10% discount from the original price of Rs 206. Market availability: Available.
drug-523cca1b31b8,Zomacin,Stand Pharm,2ml,299,10,269,Available,Zomacin is a pharmaceutical product marketed in Pakistan by Stand Pharm. It is sold in a pack size of 2ml. Its retail price is Rs 269 after a 10% discount from the original price of Rs 299. Market availability: Available.
drug-f4b5755cb676,Zomax,Helix Pharma,1x10's,230,10,207,Sold Out,Zomax is a pharmaceutical product marketed in Pakistan by Helix Pharma. It is sold in a pack size of 1x10's. Its retail price is Rs 207 after a 10% discount from the original price of Rs 230. Market availability: Sold Out.
drug-5b0c5d9baa9e,Zomax,Helix Pharma,15ml,165,10,149,Sold Out,Zomax is a pharmaceutical product marketed in Pakistan by Helix Pharma. It is sold in a pack size of 15ml. Its retail price is Rs 149 after a 10% discount from the original price of Rs 165. Market availability: Sold Out.
drug-0a47e5f17d56,Zomax,Helix Pharma,1x6's,240,10,216,Sold Out,Zomax is a pharmaceutical product marketed in Pakistan by Helix Pharma. It is sold in a pack size of 1x6's. Its retail price is Rs 216 after a 10% discount from the original price of Rs 240. Market availability: Sold Out.
drug-1d20636cad3f,Zometa,Novartis,1 Vialx100ml,23216,10,20894,Sold Out,Zometa is a pharmaceutical product marketed in Pakistan by Novartis. It is sold in a pack size of 1 Vialx100ml. Its retail price is Rs 20894 after a 10% discount from the original price of Rs 23216. Market availability: Sold Out.
drug-70d6c842df23,Zomysin,Al Kemy,10,220,10,198,Sold Out,Zomysin is a pharmaceutical product marketed in Pakistan by Al Kemy. It is sold in a pack size of 10. Its retail price is Rs 198 after a 10% discount from the original price of Rs 220. Market availability: Sold Out.
drug-70138046d56a,Zonacin,Akhai,10,185,10,167,Available,Zonacin is a pharmaceutical product marketed in Pakistan by Akhai. It is sold in a pack size of 10. Its retail price is Rs 167 after a 10% discount from the original price of Rs 185. Market availability: Available.
drug-5d456e388639,Zonecef,Lowitt,1 Vial,225,10,203,Sold Out,Zonecef is a pharmaceutical product marketed in Pakistan by Lowitt. It is sold in a pack size of 1 Vial. Its retail price is Rs 203 after a 10% discount from the original price of Rs 225. Market availability: Sold Out.
drug-bcdecc68c9d1,Zonecef,Lowitt,1 Vial,136,10,122,Sold Out,Zonecef is a pharmaceutical product marketed in Pakistan by Lowitt. It is sold in a pack size of 1 Vial. Its retail price is Rs 122 after a 10% discount from the original price of Rs 136. Market availability: Sold Out.
drug-ad4171df6bc8,Zonecef,Lowitt,1 Vial,75,10,75,Sold Out,Zonecef is a pharmaceutical product marketed in Pakistan by Lowitt. It is sold in a pack size of 1 Vial. Its retail price is Rs 75 after a 10% discount from the original price of Rs 75. Market availability: Sold Out.
drug-e91585ef0dc2,Zonor,Pharmatec,5 Ampx1 ml,33,10,30,Sold Out,Zonor is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 5 Ampx1 ml. Its retail price is Rs 30 after a 10% discount from the original price of Rs 33. Market availability: Sold Out.
drug-0e8b6a8de38a,Zonor,Pharmatec,5x10s,86,10,77,Sold Out,Zonor is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 5x10s. Its retail price is Rs 77 after a 10% discount from the original price of Rs 86. Market availability: Sold Out.
drug-120b7a2da85d,Zoom,Scilife,2x10's,195,10,176,Available,Zoom is a pharmaceutical product marketed in Pakistan by Scilife. It is sold in a pack size of 2x10's. Its retail price is Rs 176 after a 10% discount from the original price of Rs 195. Market availability: Available.
drug-e3bcdbf90933,Zoom,Scilife,2x10's,370,10,333,Available,Zoom is a pharmaceutical product marketed in Pakistan by Scilife. It is sold in a pack size of 2x10's. Its retail price is Rs 333 after a 10% discount from the original price of Rs 370. Market availability: Available.
drug-d7372c5e55ba,Zopan,Pharmatec,200's,721,10,649,Available,Zopan is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 200's. Its retail price is Rs 649 after a 10% discount from the original price of Rs 721. Market availability: Available.
drug-f903971abe8a,Zopan,Pharmatec,20 x 10's,22,10,19,Available,Zopan is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 20 x 10's. Its retail price is Rs 19 after a 10% discount from the original price of Rs 22. Market availability: Available.
drug-e8b2865a5866,Zopan,Pharmatec,1 x 100 's,200,10,180,Available,Zopan is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 1 x 100 's. Its retail price is Rs 180 after a 10% discount from the original price of Rs 200. Market availability: Available.
drug-fdd559d46df9,Zopan,Pharmatec,100's,118,10,106,Available,Zopan is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 100's. Its retail price is Rs 106 after a 10% discount from the original price of Rs 118. Market availability: Available.
drug-0bd059f82597,Zopan,Pharmatec,200's,434,10,391,Available,Zopan is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 200's. Its retail price is Rs 391 after a 10% discount from the original price of Rs 434. Market availability: Available.
drug-796f16ee558c,Zopan DS,Pharmatec,20 x 10's,43,10,39,Available,Zopan DS is a pharmaceutical product marketed in Pakistan by Pharmatec. It is sold in a pack size of 20 x 10's. Its retail price is Rs 39 after a 10% discount from the original price of Rs 43. Market availability: Available.
drug-634df95f4e06,Zopent,Hilton,2x10's,375,10,338,Available,Zopent is a pharmaceutical product marketed in Pakistan by Hilton. It is sold in a pack size of 2x10's. Its retail price is Rs 338 after a 10% discount from the original price of Rs 375. Market availability: Available.
drug-67bf01d7a1ab,Zopent,Hilton,2x7's,160,10,144,Available,Zopent is a pharmaceutical product marketed in Pakistan by Hilton. It is sold in a pack size of 2x7's. Its retail price is Rs 144 after a 10% discount from the original price of Rs 160. Market availability: Available.
drug-c559a197c06a,Zopir,Glitz,6X10,200,10,180,Available,Zopir is a pharmaceutical product marketed in Pakistan by Glitz. It is sold in a pack size of 6X10. Its retail price is Rs 180 after a 10% discount from the original price of Rs 200. Market availability: Available.
drug-5fd7330c7482,Zopir,Glitz,60,128,10,115,Available,Zopir is a pharmaceutical product marketed in Pakistan by Glitz. It is sold in a pack size of 60. Its retail price is Rs 115 after a 10% discount from the original price of Rs 128. Market availability: Available.
drug-d7b5fa853f25,Zopiramate,A'raf,6x10's,233,10,210,Sold Out,Zopiramate is a pharmaceutical product marketed in Pakistan by A'raf. It is sold in a pack size of 6x10's. Its retail price is Rs 210 after a 10% discount from the original price of Rs 233. Market availability: Sold Out.
drug-86865137d8c4,Zorix,LCPW,6,194,10,174,Sold Out,Zorix is a pharmaceutical product marketed in Pakistan by LCPW. It is sold in a pack size of 6. Its retail price is Rs 174 after a 10% discount from the original price of Rs 194. Market availability: Sold Out.
drug-05d651534b9d,Zorix,LCPW,15ml,158,10,142,Sold Out,Zorix is a pharmaceutical product marketed in Pakistan by LCPW. It is sold in a pack size of 15ml. Its retail price is Rs 142 after a 10% discount from the original price of Rs 158. Market availability: Sold Out.
drug-9ea4344b000b,Zorix,LCPW,30ml,295,10,266,Sold Out,Zorix is a pharmaceutical product marketed in Pakistan by LCPW. It is sold in a pack size of 30ml. Its retail price is Rs 266 after a 10% discount from the original price of Rs 295. Market availability: Sold Out.
drug-91057eff2d93,Zotrium,Hataf Pharma,5x10's,29,10,26,Sold Out,Zotrium is a pharmaceutical product marketed in Pakistan by Hataf Pharma. It is sold in a pack size of 5x10's. Its retail price is Rs 26 after a 10% discount from the original price of Rs 29. Market availability: Sold Out.
drug-4fb70eed46d2,Zotrium,Hataf Pharma,120ml,57,10,57,Sold Out,Zotrium is a pharmaceutical product marketed in Pakistan by Hataf Pharma. It is sold in a pack size of 120ml. Its retail price is Rs 57 after a 10% discount from the original price of Rs 57. Market availability: Sold Out.
drug-f4243605b355,Zotter,Highnoon,1x10's,200,10,180,Sold Out,Zotter is a pharmaceutical product marketed in Pakistan by Highnoon. It is sold in a pack size of 1x10's. Its retail price is Rs 180 after a 10% discount from the original price of Rs 200. Market availability: Sold Out.
drug-14b0a6e2d915,Zovirax,GlaxoSmithKline,10gm,766,10,689,Sold Out,Zovirax is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 10gm. Its retail price is Rs 689 after a 10% discount from the original price of Rs 766. Market availability: Sold Out.
drug-5d7e2733cda8,Zovirax 200mg,GlaxoSmithKline,25s,319,10,287,Sold Out,Zovirax 200mg is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 25s. Its retail price is Rs 287 after a 10% discount from the original price of Rs 319. Market availability: Sold Out.
drug-60f605c2565b,Zrocin,Noa Hemis,15ml,165,10,149,Sold Out,Zrocin is a pharmaceutical product marketed in Pakistan by Noa Hemis. It is sold in a pack size of 15ml. Its retail price is Rs 149 after a 10% discount from the original price of Rs 165. Market availability: Sold Out.
drug-590612e9743f,Zrocin,Noa Hemis,6,150,10,135,Sold Out,Zrocin is a pharmaceutical product marketed in Pakistan by Noa Hemis. It is sold in a pack size of 6. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-3797ecb35d52,Zrocin,Noa Hemis,6,275,10,248,Sold Out,Zrocin is a pharmaceutical product marketed in Pakistan by Noa Hemis. It is sold in a pack size of 6. Its retail price is Rs 248 after a 10% discount from the original price of Rs 275. Market availability: Sold Out.
drug-31c9faa8ee81,Zultra,Wilshire,2 x10s,154,10,138,Available,Zultra is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 2 x10s. Its retail price is Rs 138 after a 10% discount from the original price of Rs 154. Market availability: Available.
drug-9b1038d1d462,Zultracet,Wilshire,2 x 10's,155,10,140,Available,Zultracet is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 2 x 10's. Its retail price is Rs 140 after a 10% discount from the original price of Rs 155. Market availability: Available.
drug-dc5ff749140b,Zultracet,Wilshire,10,320,10,288,Available,Zultracet is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10. Its retail price is Rs 288 after a 10% discount from the original price of Rs 320. Market availability: Available.
drug-49adea05d397,Zumin,Semos,2x7's,87,10,78,Available,Zumin is a pharmaceutical product marketed in Pakistan by Semos. It is sold in a pack size of 2x7's. Its retail price is Rs 78 after a 10% discount from the original price of Rs 87. Market availability: Available.
drug-8fb084045e0f,Zumin,Semos,2x7's,141,10,127,Available,Zumin is a pharmaceutical product marketed in Pakistan by Semos. It is sold in a pack size of 2x7's. Its retail price is Rs 127 after a 10% discount from the original price of Rs 141. Market availability: Available.
drug-ba2eb0748fb5,Zune,Wilshire,1 Vial,290,10,261,Available,Zune is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 1 Vial. Its retail price is Rs 261 after a 10% discount from the original price of Rs 290. Market availability: Available.
drug-f8a5135291e5,Zune,Wilshire,2x10's,148,10,133,Available,Zune is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 2x10's. Its retail price is Rs 133 after a 10% discount from the original price of Rs 148. Market availability: Available.
drug-9936883d4569,Zune,Wilshire,2x10's,243,10,218,Available,Zune is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 2x10's. Its retail price is Rs 218 after a 10% discount from the original price of Rs 243. Market availability: Available.
drug-09b722092235,Zuper,Bosch,60ml,135,10,122,Sold Out,Zuper is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 60ml. Its retail price is Rs 122 after a 10% discount from the original price of Rs 135. Market availability: Sold Out.
drug-b71854f9314c,Zuper,Bosch,60ml,245,10,221,Sold Out,Zuper is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 60ml. Its retail price is Rs 221 after a 10% discount from the original price of Rs 245. Market availability: Sold Out.
