id,product_name,company,pack_size,price_before_pkr,discount_percent,price_after_pkr,availability,text
drug-bd6b8cf56222,Zeegap,Hilton,1x14's,543,10,489,Available,Zeegap is a pharmaceutical product marketed in Pakistan by Hilton. It is sold in a pack size of 1x14's. Its retail price is Rs 489 after a 10% discount from the original price of Rs 543. Market availability: Available.
drug-aa2d7f4eafa5,Zeenaryl,High-Q,2x10's,80,10,72,Available,Zeenaryl is a pharmaceutical product marketed in Pakistan by High-Q. It is sold in a pack size of 2x10's. Its retail price is Rs 72 after a 10% discount from the original price of Rs 80. Market availability: Available.
drug-b8137aa58a1e,Zeenaryl,High-Q,2x10's,120,10,108,Available,Zeenaryl is a pharmaceutical product marketed in Pakistan by High-Q. It is sold in a pack size of 2x10's. Its retail price is Rs 108 after a 10% discount from the original price of Rs 120. Market availability: Available.
drug-cc37081ee62b,Zeenaryl,High-Q,2x10's,127,10,114,Available,Zeenaryl is a pharmaceutical product marketed in Pakistan by High-Q. It is sold in a pack size of 2x10's. Its retail price is Rs 114 after a 10% discount from the original price of Rs 127. Market availability: Available.
drug-4c46e2227e2a,Zeenaryl,High-Q,2x10's,180,10,162,Available,Zeenaryl is a pharmaceutical product marketed in Pakistan by High-Q. It is sold in a pack size of 2x10's. Its retail price is Rs 162 after a 10% discount from the original price of Rs 180. Market availability: Available.
drug-ebab1687d5d1,Zeffix,GlaxoSmithKline,14s,1654,10,1489,Sold Out,Zeffix is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 14s. Its retail price is Rs 1489 after a 10% discount from the original price of Rs 1654. Market availability: Sold Out.
drug-3a3998a1f9de,Zefo,Caraway,5's,325,10,292,Sold Out,Zefo is a pharmaceutical product marketed in Pakistan by Caraway. It is sold in a pack size of 5's. Its retail price is Rs 292 after a 10% discount from the original price of Rs 325. Market availability: Sold Out.
drug-11fbcadade3b,Zeftrox,Zafa,1 Vial,110,10,99,Available,Zeftrox is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 99 after a 10% discount from the original price of Rs 110. Market availability: Available.
drug-82d499ac109a,Zeftrox,Zafa,1 Vial,185,10,167,Available,Zeftrox is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 167 after a 10% discount from the original price of Rs 185. Market availability: Available.
drug-26c8f194e690,Zeftrox,Zafa,1 Vial,70,10,70,Available,Zeftrox is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 70 after a 10% discount from the original price of Rs 70. Market availability: Available.
drug-8cd249fddc8f,Zefung,Nexus,1x1's,150,10,135,Sold Out,Zefung is a pharmaceutical product marketed in Pakistan by Nexus. It is sold in a pack size of 1x1's. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-ebdc55613806,Zelium,Z-jans,50,175,10,158,Sold Out,Zelium is a pharmaceutical product marketed in Pakistan by Z-jans. It is sold in a pack size of 50. Its retail price is Rs 158 after a 10% discount from the original price of Rs 175. Market availability: Sold Out.
drug-9cac9bdeedfa,Zelium,Z-jans,60ml,70,10,70,Sold Out,Zelium is a pharmaceutical product marketed in Pakistan by Z-jans. It is sold in a pack size of 60ml. Its retail price is Rs 70 after a 10% discount from the original price of Rs 70. Market availability: Sold Out.
drug-622a5a758a7e,Zenbar,Searle,1x10's,371,10,334,Available,Zenbar is a pharmaceutical product marketed in Pakistan by Searle. It is sold in a pack size of 1x10's. Its retail price is Rs 334 after a 10% discount from the original price of Rs 371. Market availability: Available.
drug-e7467a13d935,Zenbar,Searle,1x10's,507,10,456,Available,Zenbar is a pharmaceutical product marketed in Pakistan by Searle. It is sold in a pack size of 1x10's. Its retail price is Rs 456 after a 10% discount from the original price of Rs 507. Market availability: Available.
drug-e9e2081a65db,Zenbar,Searle,2 x 7's,232,10,209,Available,Zenbar is a pharmaceutical product marketed in Pakistan by Searle. It is sold in a pack size of 2 x 7's. Its retail price is Rs 209 after a 10% discount from the original price of Rs 232. Market availability: Available.
drug-5c2c8c283e99,Zenda,A'raf,1x14's,198,10,178,Sold Out,Zenda is a pharmaceutical product marketed in Pakistan by A'raf. It is sold in a pack size of 1x14's. Its retail price is Rs 178 after a 10% discount from the original price of Rs 198. Market availability: Sold Out.
drug-ddca49c7ddf4,Zenec,L A Kurative,1x30,1800,10,1620,Sold Out,Zenec is a pharmaceutical product marketed in Pakistan by L A Kurative. It is sold in a pack size of 1x30. Its retail price is Rs 1620 after a 10% discount from the original price of Rs 1800. Market availability: Sold Out.
drug-0f439fa51ffb,Zenok,L A Kurative,1x1's,138,10,124,Sold Out,Zenok is a pharmaceutical product marketed in Pakistan by L A Kurative. It is sold in a pack size of 1x1's. Its retail price is Rs 124 after a 10% discount from the original price of Rs 138. Market availability: Sold Out.
drug-96dcd468d64f,Zentro,Bosch,14,227,10,204,Available,Zentro is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 14. Its retail price is Rs 204 after a 10% discount from the original price of Rs 227. Market availability: Available.
drug-39d6d8e36df1,Zentro 40mg,Bosch,1x14,406,10,365,Available,Zentro 40mg is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 1x14. Its retail price is Rs 365 after a 10% discount from the original price of Rs 406. Market availability: Available.
drug-97454e742271,Zentro Injection,Bosch,1 Vial,290,10,261,Available,Zentro Injection is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 1 Vial. Its retail price is Rs 261 after a 10% discount from the original price of Rs 290. Market availability: Available.
drug-685e00681bd2,Zenzol,Jawa,10x6s,17,10,16,Sold Out,Zenzol is a pharmaceutical product marketed in Pakistan by Jawa. It is sold in a pack size of 10x6s. Its retail price is Rs 16 after a 10% discount from the original price of Rs 17. Market availability: Sold Out.
drug-80329f86d831,Zenzol,Jawa,30ml,22,10,22,Sold Out,Zenzol is a pharmaceutical product marketed in Pakistan by Jawa. It is sold in a pack size of 30ml. Its retail price is Rs 22 after a 10% discount from the original price of Rs 22. Market availability: Sold Out.
drug-f839366fb583,Zepim,Global-Vision,1 Vial,460,10,414,Sold Out,Zepim is a pharmaceutical product marketed in Pakistan by Global-Vision. It is sold in a pack size of 1 Vial. Its retail price is Rs 414 after a 10% discount from the original price of Rs 460. Market availability: Sold Out.
drug-eb6cb4880f92,Zepim,Global-Vision,1 Vial,250,10,225,Sold Out,Zepim is a pharmaceutical product marketed in Pakistan by Global-Vision. It is sold in a pack size of 1 Vial. Its retail price is Rs 225 after a 10% discount from the original price of Rs 250. Market availability: Sold Out.
drug-cab54463c7a0,Zepose,Wilshire,10,330,10,297,Available,Zepose is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10. Its retail price is Rs 297 after a 10% discount from the original price of Rs 330. Market availability: Available.
drug-0ade597faced,Zepose,Wilshire,10,322,10,290,Available,Zepose is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10. Its retail price is Rs 290 after a 10% discount from the original price of Rs 322. Market availability: Available.
drug-d1ddfa641c2f,Zepose,Wilshire,14,322,10,290,Available,Zepose is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 14. Its retail price is Rs 290 after a 10% discount from the original price of Rs 322. Market availability: Available.
drug-97a9fe41ef36,Zepose,Wilshire,10,105,10,95,Available,Zepose is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10. Its retail price is Rs 95 after a 10% discount from the original price of Rs 105. Market availability: Available.
drug-ef625f49f235,Zepose Plus,Wilshire,10,210,10,189,Sold Out,Zepose Plus is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10. Its retail price is Rs 189 after a 10% discount from the original price of Rs 210. Market availability: Sold Out.
drug-fa82633d6a15,Zepose Plus,Wilshire,10,350,10,315,Sold Out,Zepose Plus is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10. Its retail price is Rs 315 after a 10% discount from the original price of Rs 350. Market availability: Sold Out.
drug-3937093b5f1e,Zepres,Asian Continental,2 x 10's,82,10,74,Available,Zepres is a pharmaceutical product marketed in Pakistan by Asian Continental. It is sold in a pack size of 2 x 10's. Its retail price is Rs 74 after a 10% discount from the original price of Rs 82. Market availability: Available.
drug-fcf6e6ae206c,Zepres,Asian Continental,2 x 10's,48,10,48,Available,Zepres is a pharmaceutical product marketed in Pakistan by Asian Continental. It is sold in a pack size of 2 x 10's. Its retail price is Rs 48 after a 10% discount from the original price of Rs 48. Market availability: Available.
drug-cdf9d62e1dc9,Zepres Plus,Asian Continental,2 x 10 's,119,10,107,Available,Zepres Plus is a pharmaceutical product marketed in Pakistan by Asian Continental. It is sold in a pack size of 2 x 10 's. Its retail price is Rs 107 after a 10% discount from the original price of Rs 119. Market availability: Available.
drug-b7d527a5e54b,Zeptra,Zephyr Pharmatec,10x20's,24,10,22,Sold Out,Zeptra is a pharmaceutical product marketed in Pakistan by Zephyr Pharmatec. It is sold in a pack size of 10x20's. Its retail price is Rs 22 after a 10% discount from the original price of Rs 24. Market availability: Sold Out.
drug-e5685023f0e3,Zeptra Ds,Zephyr Pharmatec,20 x 5's,12,10,11,Sold Out,Zeptra Ds is a pharmaceutical product marketed in Pakistan by Zephyr Pharmatec. It is sold in a pack size of 20 x 5's. Its retail price is Rs 11 after a 10% discount from the original price of Rs 12. Market availability: Sold Out.
drug-d63d220ed5a7,Zepyrine,Xenon,1x1000 's,220,10,198,Sold Out,Zepyrine is a pharmaceutical product marketed in Pakistan by Xenon. It is sold in a pack size of 1x1000 's. Its retail price is Rs 198 after a 10% discount from the original price of Rs 220. Market availability: Sold Out.
drug-30685024997a,Zepyrine,Xenon,1000's,220,10,198,Sold Out,Zepyrine is a pharmaceutical product marketed in Pakistan by Xenon. It is sold in a pack size of 1000's. Its retail price is Rs 198 after a 10% discount from the original price of Rs 220. Market availability: Sold Out.
drug-6d6b36576b84,Zerifax,AGP,1 x 10's,312,10,281,Available,Zerifax is a pharmaceutical product marketed in Pakistan by AGP. It is sold in a pack size of 1 x 10's. Its retail price is Rs 281 after a 10% discount from the original price of Rs 312. Market availability: Available.
drug-69cf9d121124,Zerifax,AGP,1 x 10's,786,10,707,Available,Zerifax is a pharmaceutical product marketed in Pakistan by AGP. It is sold in a pack size of 1 x 10's. Its retail price is Rs 707 after a 10% discount from the original price of Rs 786. Market availability: Available.
drug-e2d1ed94b3ce,Zerogout,Aspin Pharma,20's,359,10,323,Available,Zerogout is a pharmaceutical product marketed in Pakistan by Aspin Pharma. It is sold in a pack size of 20's. Its retail price is Rs 323 after a 10% discount from the original price of Rs 359. Market availability: Available.
drug-d3c53d18cc3e,Zerogout 40mg,Aspin Pharma,2 x 10's,209,10,188,Available,Zerogout 40mg is a pharmaceutical product marketed in Pakistan by Aspin Pharma. It is sold in a pack size of 2 x 10's. Its retail price is Rs 188 after a 10% discount from the original price of Rs 209. Market availability: Available.
drug-a5ea49892227,Zespra,Schazoo Pharmaceuticals,1x14's,210,10,189,Available,Zespra is a pharmaceutical product marketed in Pakistan by Schazoo Pharmaceuticals. It is sold in a pack size of 1x14's. Its retail price is Rs 189 after a 10% discount from the original price of Rs 210. Market availability: Available.
drug-a8e82e90512e,Zespra,Schazoo Pharmaceuticals,2x7's,60,10,54,Available,Zespra is a pharmaceutical product marketed in Pakistan by Schazoo Pharmaceuticals. It is sold in a pack size of 2x7's. Its retail price is Rs 54 after a 10% discount from the original price of Rs 60. Market availability: Available.
drug-b2b3b01a8881,Zestoretic,ICI Pakistan Limited,2x14's,643,10,579,Available,Zestoretic is a pharmaceutical product marketed in Pakistan by ICI Pakistan Limited. It is sold in a pack size of 2x14's. Its retail price is Rs 579 after a 10% discount from the original price of Rs 643. Market availability: Available.
drug-3ea59571f26e,Zestril,ICI Pakistan Limited,1x14's,202,10,182,Available,Zestril is a pharmaceutical product marketed in Pakistan by ICI Pakistan Limited. It is sold in a pack size of 1x14's. Its retail price is Rs 182 after a 10% discount from the original price of Rs 202. Market availability: Available.
drug-79d49a673c5b,Zestril,ICI Pakistan Limited,1x14's,388,10,350,Available,Zestril is a pharmaceutical product marketed in Pakistan by ICI Pakistan Limited. It is sold in a pack size of 1x14's. Its retail price is Rs 350 after a 10% discount from the original price of Rs 388. Market availability: Available.
drug-d6a9e46a2811,Zestril,ICI Pakistan Limited,1x14's,748,10,673,Available,Zestril is a pharmaceutical product marketed in Pakistan by ICI Pakistan Limited. It is sold in a pack size of 1x14's. Its retail price is Rs 673 after a 10% discount from the original price of Rs 748. Market availability: Available.
drug-77bc6e7971e4,Zesty,Innvotek,10,250,10,225,Sold Out,Zesty is a pharmaceutical product marketed in Pakistan by Innvotek. It is sold in a pack size of 10. Its retail price is Rs 225 after a 10% discount from the original price of Rs 250. Market availability: Sold Out.
drug-4ed6dc30b45f,Zetamax capsule,Pfizer,1x6's,301,10,271,Available,Zetamax capsule is a pharmaceutical product marketed in Pakistan by Pfizer. It is sold in a pack size of 1x6's. Its retail price is Rs 271 after a 10% discount from the original price of Rs 301. Market availability: Available.
drug-3fe3c82a9aeb,Zetamax syrup,Pfizer,22.5ml,365,10,328,Available,Zetamax syrup is a pharmaceutical product marketed in Pakistan by Pfizer. It is sold in a pack size of 22.5ml. Its retail price is Rs 328 after a 10% discount from the original price of Rs 365. Market availability: Available.
drug-7fde9324ce51,Zetamax Tab,Pfizer,6's,301,10,271,Available,Zetamax Tab is a pharmaceutical product marketed in Pakistan by Pfizer. It is sold in a pack size of 6's. Its retail price is Rs 271 after a 10% discount from the original price of Rs 301. Market availability: Available.
drug-ca5be3aedab3,Zetro,Getz Pharma,15 ml,270,10,243,Available,Zetro is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 15 ml. Its retail price is Rs 243 after a 10% discount from the original price of Rs 270. Market availability: Available.
drug-e9f0b80cb530,Zetro,Getz Pharma,1 x 10's,461,10,415,Available,Zetro is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 1 x 10's. Its retail price is Rs 415 after a 10% discount from the original price of Rs 461. Market availability: Available.
drug-5e9a7c6572df,Zetro,Getz Pharma,2 x 3's,230,10,207,Available,Zetro is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 2 x 3's. Its retail price is Rs 207 after a 10% discount from the original price of Rs 230. Market availability: Available.
drug-58d85a4b77d1,Zetro,Getz Pharma,25 ml,469,10,422,Available,Zetro is a pharmaceutical product marketed in Pakistan by Getz Pharma. It is sold in a pack size of 25 ml. Its retail price is Rs 422 after a 10% discount from the original price of Rs 469. Market availability: Available.
drug-9794daeba34b,Zewin,Orta,10,255,10,230,Sold Out,Zewin is a pharmaceutical product marketed in Pakistan by Orta. It is sold in a pack size of 10. Its retail price is Rs 230 after a 10% discount from the original price of Rs 255. Market availability: Sold Out.
drug-91cfcfbe71dd,Zewin,Orta,15ml,165,10,149,Sold Out,Zewin is a pharmaceutical product marketed in Pakistan by Orta. It is sold in a pack size of 15ml. Its retail price is Rs 149 after a 10% discount from the original price of Rs 165. Market availability: Sold Out.
drug-5d2a9328fca6,Zeworm,Wilshire,10x6s,173,10,156,Sold Out,Zeworm is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10x6s. Its retail price is Rs 156 after a 10% discount from the original price of Rs 173. Market availability: Sold Out.
drug-128fea8f3484,Zezot,Bosch,6,169,10,152,Available,Zezot is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 6. Its retail price is Rs 152 after a 10% discount from the original price of Rs 169. Market availability: Available.
drug-9b5420b64b2a,Zezot,Bosch,1 Vial,268,10,241,Available,Zezot is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 1 Vial. Its retail price is Rs 241 after a 10% discount from the original price of Rs 268. Market availability: Available.
drug-2ca51db6dc6a,Zezot,Bosch,15ml,272,10,244,Available,Zezot is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 15ml. Its retail price is Rs 244 after a 10% discount from the original price of Rs 272. Market availability: Available.
drug-ccdf533cfff4,Zezot,Bosch,6,346,10,311,Available,Zezot is a pharmaceutical product marketed in Pakistan by Bosch. It is sold in a pack size of 6. Its retail price is Rs 311 after a 10% discount from the original price of Rs 346. Market availability: Available.
drug-80a048145a83,Ziac,Polyfine,5's,325,10,293,Sold Out,Ziac is a pharmaceutical product marketed in Pakistan by Polyfine. It is sold in a pack size of 5's. Its retail price is Rs 293 after a 10% discount from the original price of Rs 325. Market availability: Sold Out.
drug-02ca3c5a5026,Ziac,Polyfine,30ml,140,10,126,Sold Out,Ziac is a pharmaceutical product marketed in Pakistan by Polyfine. It is sold in a pack size of 30ml. Its retail price is Rs 126 after a 10% discount from the original price of Rs 140. Market availability: Sold Out.
drug-57265bfefe8b,Ziac,Polyfine,30ml,220,10,198,Sold Out,Ziac is a pharmaceutical product marketed in Pakistan by Polyfine. It is sold in a pack size of 30ml. Its retail price is Rs 198 after a 10% discount from the original price of Rs 220. Market availability: Sold Out.
drug-223bb5d07c45,Ziapine,A'raf,1x10,467,10,420,Available,Ziapine is a pharmaceutical product marketed in Pakistan by A'raf. It is sold in a pack size of 1x10. Its retail price is Rs 420 after a 10% discount from the original price of Rs 467. Market availability: Available.
drug-593fdea06ecc,Ziapine,A'raf,1x10,725,10,653,Available,Ziapine is a pharmaceutical product marketed in Pakistan by A'raf. It is sold in a pack size of 1x10. Its retail price is Rs 653 after a 10% discount from the original price of Rs 725. Market availability: Available.
drug-ef8ba09e84ac,Ziclofen SR,novins,3x10's,77,10,69,Available,Ziclofen SR is a pharmaceutical product marketed in Pakistan by novins. It is sold in a pack size of 3x10's. Its retail price is Rs 69 after a 10% discount from the original price of Rs 77. Market availability: Available.
drug-b07bb6b29900,Zicure,Medicaids,6,140,10,126,Sold Out,Zicure is a pharmaceutical product marketed in Pakistan by Medicaids. It is sold in a pack size of 6. Its retail price is Rs 126 after a 10% discount from the original price of Rs 140. Market availability: Sold Out.
drug-bddb07242c1f,Zicure,Medicaids,15ml,140,10,126,Sold Out,Zicure is a pharmaceutical product marketed in Pakistan by Medicaids. It is sold in a pack size of 15ml. Its retail price is Rs 126 after a 10% discount from the original price of Rs 140. Market availability: Sold Out.
drug-016e3f424697,Zifi,Mcolson,5's,325,10,293,Sold Out,Zifi is a pharmaceutical product marketed in Pakistan by Mcolson. It is sold in a pack size of 5's. Its retail price is Rs 293 after a 10% discount from the original price of Rs 325. Market availability: Sold Out.
drug-a0bd3c4a7f71,Zifi,Mcolson,60ml,155,10,140,Sold Out,Zifi is a pharmaceutical product marketed in Pakistan by Mcolson. It is sold in a pack size of 60ml. Its retail price is Rs 140 after a 10% discount from the original price of Rs 155. Market availability: Sold Out.
drug-bfb8256b3ca5,Zilam,Mass-PH Health,1x14's,300,10,270,Sold Out,Zilam is a pharmaceutical product marketed in Pakistan by Mass-PH Health. It is sold in a pack size of 1x14's. Its retail price is Rs 270 after a 10% discount from the original price of Rs 300. Market availability: Sold Out.
drug-9521a17af4b5,Zilero,Pharm Evo,3x10's,571,10,514,Available,Zilero is a pharmaceutical product marketed in Pakistan by Pharm Evo. It is sold in a pack size of 3x10's. Its retail price is Rs 514 after a 10% discount from the original price of Rs 571. Market availability: Available.
drug-7fa259c8371d,Zilero,Pharm Evo,3x10's,871,10,784,Available,Zilero is a pharmaceutical product marketed in Pakistan by Pharm Evo. It is sold in a pack size of 3x10's. Its retail price is Rs 784 after a 10% discount from the original price of Rs 871. Market availability: Available.
drug-126bd969fb12,Zilpro,Wilshire,50ml,136,10,122,Sold Out,Zilpro is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 50ml. Its retail price is Rs 122 after a 10% discount from the original price of Rs 136. Market availability: Sold Out.
drug-a247395a4d8b,Zilpro,Wilshire,,1,0,,,Zilpro is a pharmaceutical product marketed in Pakistan by Wilshire.
drug-e48afc6e549b,Zim,Genome Pharma,15ml,165,10,149,Sold Out,Zim is a pharmaceutical product marketed in Pakistan by Genome Pharma. It is sold in a pack size of 15ml. Its retail price is Rs 149 after a 10% discount from the original price of Rs 165. Market availability: Sold Out.
drug-7f37e6111f18,Zim,Genome Pharma,10,255,10,230,Sold Out,Zim is a pharmaceutical product marketed in Pakistan by Genome Pharma. It is sold in a pack size of 10. Its retail price is Rs 230 after a 10% discount from the original price of Rs 255. Market availability: Sold Out.
drug-f0f742ff13ec,Zim,Genome Pharma,6,153,10,138,Sold Out,Zim is a pharmaceutical product marketed in Pakistan by Genome Pharma. It is sold in a pack size of 6. Its retail price is Rs 138 after a 10% discount from the original price of Rs 153. Market availability: Sold Out.
drug-92e89cd5c92b,Zim,Genome Pharma,6,275,10,248,Sold Out,Zim is a pharmaceutical product marketed in Pakistan by Genome Pharma. It is sold in a pack size of 6. Its retail price is Rs 248 after a 10% discount from the original price of Rs 275. Market availability: Sold Out.
drug-26e2530b5d4f,Zimes,Zafa,1x14's,174,10,156,Available,Zimes is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1x14's. Its retail price is Rs 156 after a 10% discount from the original price of Rs 174. Market availability: Available.
drug-0e834e5e7e9a,Zimes,Zafa,2 x 7's,173,10,156,Available,Zimes is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 2 x 7's. Its retail price is Rs 156 after a 10% discount from the original price of Rs 173. Market availability: Available.
drug-31703ef4060a,Zimes,Zafa,1x14's,347,10,312,Available,Zimes is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1x14's. Its retail price is Rs 312 after a 10% discount from the original price of Rs 347. Market availability: Available.
drug-6f311e193cbc,Zinacef,GlaxoSmithKline,1 Vial,486,10,437,Available,Zinacef is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 1 Vial. Its retail price is Rs 437 after a 10% discount from the original price of Rs 486. Market availability: Available.
drug-c5461b1257f2,Zinacef,GlaxoSmithKline,5 Vial,61,10,55,Available,Zinacef is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 5 Vial. Its retail price is Rs 55 after a 10% discount from the original price of Rs 61. Market availability: Available.
drug-a74414b55129,Zinacef,GlaxoSmithKline,1 Vial,265,10,239,Available,Zinacef is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 1 Vial. Its retail price is Rs 239 after a 10% discount from the original price of Rs 265. Market availability: Available.
drug-9067b2024753,Zinacef,GlaxoSmithKline,2x7's,666,10,599,Available,Zinacef is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 2x7's. Its retail price is Rs 599 after a 10% discount from the original price of Rs 666. Market availability: Available.
drug-530164efb754,Zinacef,GlaxoSmithKline,1 Vial,87,10,87,Available,Zinacef is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 1 Vial. Its retail price is Rs 87 after a 10% discount from the original price of Rs 87. Market availability: Available.
drug-a0647a8c85da,Zinacef,GlaxoSmithKline,2x7's,222,10,200,Available,Zinacef is a pharmaceutical product marketed in Pakistan by GlaxoSmithKline. It is sold in a pack size of 2x7's. Its retail price is Rs 200 after a 10% discount from the original price of Rs 222. Market availability: Available.
drug-5d7c8eec811e,Zinamid,Wilshire,10x10,18,10,16,Sold Out,Zinamid is a pharmaceutical product marketed in Pakistan by Wilshire. It is sold in a pack size of 10x10. Its retail price is Rs 16 after a 10% discount from the original price of Rs 18. Market availability: Sold Out.
drug-191d4dcd4fca,Zinatab,Dosaco,5x10,24,10,21,Sold Out,Zinatab is a pharmaceutical product marketed in Pakistan by Dosaco. It is sold in a pack size of 5x10. Its retail price is Rs 21 after a 10% discount from the original price of Rs 24. Market availability: Sold Out.
drug-68b1519b0981,Zink,Belle Vie,1x60's,320,10,288,Available,Zink is a pharmaceutical product marketed in Pakistan by Belle Vie. It is sold in a pack size of 1x60's. Its retail price is Rs 288 after a 10% discount from the original price of Rs 320. Market availability: Available.
drug-809d1ed3f262,Zintaxon,Zinta,1 Vial,160,10,144,Sold Out,Zintaxon is a pharmaceutical product marketed in Pakistan by Zinta. It is sold in a pack size of 1 Vial. Its retail price is Rs 144 after a 10% discount from the original price of Rs 160. Market availability: Sold Out.
drug-1bff210dfb48,Zintaxon,Zinta,1 Vial,60,10,60,Sold Out,Zintaxon is a pharmaceutical product marketed in Pakistan by Zinta. It is sold in a pack size of 1 Vial. Its retail price is Rs 60 after a 10% discount from the original price of Rs 60. Market availability: Sold Out.
drug-0282ab60f369,Zipazom,Zafa,1 Vial,139,10,125,Available,Zipazom is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 125 after a 10% discount from the original price of Rs 139. Market availability: Available.
drug-ff3b709a28ef,Zipazom,Zafa,1 Vial,230,10,207,Available,Zipazom is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 207 after a 10% discount from the original price of Rs 230. Market availability: Available.
drug-7d29180a10e3,Zipazom,Zafa,1 Vial,581,10,523,Available,Zipazom is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 523 after a 10% discount from the original price of Rs 581. Market availability: Available.
drug-9be1b2ced2e1,Zipazom,Zafa,1 Vial,77,10,77,Available,Zipazom is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 77 after a 10% discount from the original price of Rs 77. Market availability: Available.
drug-1755952ff498,Zipenta,Zafa,1 Vial,120,10,108,Available,Zipenta is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 108 after a 10% discount from the original price of Rs 120. Market availability: Available.
drug-53c23e759676,Zipenta,Zafa,1 Vial,42,10,42,Available,Zipenta is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 42 after a 10% discount from the original price of Rs 42. Market availability: Available.
drug-b8f6a1ba4998,Zipenta,Zafa,1 Vial,75,10,75,Available,Zipenta is a pharmaceutical product marketed in Pakistan by Zafa. It is sold in a pack size of 1 Vial. Its retail price is Rs 75 after a 10% discount from the original price of Rs 75. Market availability: Available.
drug-1b8fd7ddd9ce,Ziromax,Polyfine,6,190,10,171,Sold Out,Ziromax is a pharmaceutical product marketed in Pakistan by Polyfine. It is sold in a pack size of 6. Its retail price is Rs 171 after a 10% discount from the original price of Rs 190. Market availability: Sold Out.
drug-aefbfef4d62b,Zithagen,Genesis,10,255,10,230,Sold Out,Zithagen is a pharmaceutical product marketed in Pakistan by Genesis. It is sold in a pack size of 10. Its retail price is Rs 230 after a 10% discount from the original price of Rs 255. Market availability: Sold Out.
drug-53b01bb7a33f,Zithin,Wisdom,10,238,10,214,Sold Out,Zithin is a pharmaceutical product marketed in Pakistan by Wisdom. It is sold in a pack size of 10. Its retail price is Rs 214 after a 10% discount from the original price of Rs 238. Market availability: Sold Out.
drug-cd724899a23e,Zithin,Wisdom,6,150,10,135,Sold Out,Zithin is a pharmaceutical product marketed in Pakistan by Wisdom. It is sold in a pack size of 6. Its retail price is Rs 135 after a 10% discount from the original price of Rs 150. Market availability: Sold Out.
drug-f4c7866dcb63,Zithosim,Simz,10,255,10,230,Sold Out,Zithosim is a pharmaceutical product marketed in Pakistan by Simz. It is sold in a pack size of 10. Its retail price is Rs 230 after a 10% discount from the original price of Rs 255. Market availability: Sold Out.
drug-874a82a2cf72,Zithosim,Simz,15ml,193,10,174,Sold Out,Zithosim is a pharmaceutical product marketed in Pakistan by Simz. It is sold in a pack size of 15ml. Its retail price is Rs 174 after a 10% discount from the original price of Rs 193. Market availability: Sold Out.
