week_end_date,expenditure_group,spi_current,spi_previous_week,spi_year_ago,wow_change_pct,yoy_change_pct,source_url
2025-12-04,"Q1 (Upto Rs. 17,732)",327.7,330.88,317.2,-0.961073501,3.310214376,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Report-04.12.2025.xlsx
2025-12-04,"Q2 (Rs. 17,733 - 22,888)",327.17,330.06,313.81,-0.8755983761,4.257353175,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Report-04.12.2025.xlsx
2025-12-04,"Q3 (Rs. 22,889 - 29,517)",348.77,351.33,334.57,-0.7286596647,4.244253818,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Report-04.12.2025.xlsx
2025-12-04,"Q4 (Rs. 29,518 - 44,175)",335.44,337.77,322.31,-0.6898185156,4.073717849,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Report-04.12.2025.xlsx
2025-12-04,"Q5 (Above Rs. 44,175)",334.03,335.81,322.64,-0.530061642,3.530250434,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Report-04.12.2025.xlsx
2025-12-04,Combined,335.84,337.99,322.91,-0.6361134945,4.0042117,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Report-04.12.2025.xlsx
2025-11-27,"Q1 (Upto Rs. 17,732)",330.88,331.17,318.6,-0.08756831839,3.854362837,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-27.11.2025.xlsx
2025-11-27,"Q2 (Rs. 17,733 - 22,888)",330.06,326.83,315.23,0.9882813695,4.704501475,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-27.11.2025.xlsx
2025-11-27,"Q3 (Rs. 22,889 - 29,517)",351.33,349.63,335.87,0.4862282985,4.602971388,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-27.11.2025.xlsx
2025-11-27,"Q4 (Rs. 29,518 - 44,175)",337.77,336.82,323.53,0.2820497595,4.401446543,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-27.11.2025.xlsx
2025-11-27,"Q5 (Above Rs. 44,175)",335.81,333.81,323.56,0.5991432252,3.786005687,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-27.11.2025.xlsx
2025-11-27,Combined,337.99,335.54,324,0.7301662991,4.317901235,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-27.11.2025.xlsx
2025-11-20,"Q1 (Upto Rs. 17,732)",329.13,328.89,318.4,0.07297272644,3.369974874,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-20.11.2025.xlsx
2025-11-20,"Q2 (Rs. 17,733 - 22,888)",326.83,326.6,315.17,0.07042253521,3.699590697,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-20.11.2025.xlsx
2025-11-20,"Q3 (Rs. 22,889 - 29,517)",349.63,349.49,335.87,0.04005837077,4.096823176,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-20.11.2025.xlsx
2025-11-20,"Q4 (Rs. 29,518 - 44,175)",336.82,336.71,323.61,0.0326690624,4.082074102,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-20.11.2025.xlsx
2025-11-20,"Q5 (Above Rs. 44,175)",333.81,333.51,323.74,0.08995232527,3.110520788,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-20.11.2025.xlsx
2025-11-20,Combined,335.54,335.31,324.11,0.06859324207,3.526580482,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-20.11.2025.xlsx
2025-11-13,"Q1 (Upto Rs. 17,732)",328.89,327.73,315.52,0.3539498978,4.23744929,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-13.11.2025.xlsx
2025-11-13,"Q2 (Rs. 17,733 - 22,888)",326.6,325.2,312.51,0.430504305,4.508655723,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-13.11.2025.xlsx
2025-11-13,"Q3 (Rs. 22,889 - 29,517)",349.49,347.95,333.47,0.4425923265,4.804030348,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-13.11.2025.xlsx
2025-11-13,"Q4 (Rs. 29,518 - 44,175)",336.71,335,321.37,0.5104477612,4.773314248,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-13.11.2025.xlsx
2025-11-13,"Q5 (Above Rs. 44,175)",333.51,331.58,321.79,0.5820616442,3.642126853,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-13.11.2025.xlsx
2025-11-13,Combined,335.31,333.55,321.94,0.5276570229,4.152947754,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-13.11.2025.xlsx
2025-11-06,"Q1 (Upto Rs. 17,732)",327.73,331.18,312.93,-1.041729573,4.729492219,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-06.11.2025.xlsx
2025-11-06,"Q2 (Rs. 17,733 - 22,888)",325.2,328.25,310.22,-0.9291698401,4.828831152,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-06.11.2025.xlsx
2025-11-06,"Q3 (Rs. 22,889 - 29,517)",347.95,350.55,331.43,-0.7416916274,4.984461274,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-06.11.2025.xlsx
2025-11-06,"Q4 (Rs. 29,518 - 44,175)",335,337.23,319.5,-0.6612697565,4.851330203,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-06.11.2025.xlsx
2025-11-06,"Q5 (Above Rs. 44,175)",331.58,333.04,320.37,-0.4383857795,3.49907919,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-06.11.2025.xlsx
2025-11-06,Combined,333.55,335.53,320.17,-0.5901111674,4.17902989,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-06.11.2025.xlsx
2025-10-30,"Q1 (Upto Rs. 17,732)",331.18,330.27,312.02,0.2755321404,6.140632011,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-30.10.2025.xlsx
2025-10-30,"Q2 (Rs. 17,733 - 22,888)",328.25,327.72,309.41,0.1617234224,6.089008112,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-30.10.2025.xlsx
2025-10-30,"Q3 (Rs. 22,889 - 29,517)",350.55,350.04,330.65,0.1456976346,6.018448511,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-30.10.2025.xlsx
2025-10-30,"Q4 (Rs. 29,518 - 44,175)",337.23,336.76,318.77,0.139565269,5.791009192,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-30.10.2025.xlsx
2025-10-30,"Q5 (Above Rs. 44,175)",333.04,332.76,319.61,0.08414472893,4.201996183,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-30.10.2025.xlsx
2025-10-30,Combined,335.53,335.14,319.4,0.1163692785,5.050093926,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-30.10.2025.xlsx
2025-10-23,"Q1 (Upto Rs. 17,732)",330.27,329.37,313.16,0.2732489298,5.463660748,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Executive-Summary-SPI-Report_-23.10.2025.xlsx
2025-10-23,"Q2 (Rs. 17,733 - 22,888)",327.72,326.88,310.66,0.2569750367,5.491534153,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Executive-Summary-SPI-Report_-23.10.2025.xlsx
2025-10-23,"Q3 (Rs. 22,889 - 29,517)",350.04,349.23,330.05,0.2319388369,6.056658082,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Executive-Summary-SPI-Report_-23.10.2025.xlsx
2025-10-23,"Q4 (Rs. 29,518 - 44,175)",336.76,335.97,317.75,0.2351400423,5.982690795,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Executive-Summary-SPI-Report_-23.10.2025.xlsx
2025-10-23,"Q5 (Above Rs. 44,175)",332.76,332.07,319.82,0.2077875147,4.04602589,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Executive-Summary-SPI-Report_-23.10.2025.xlsx
2025-10-23,Combined,335.14,334.39,319.09,0.2242890039,5.02992886,https://www.pbs.gov.pk/wp-content/uploads/2020/07/SPI-Executive-Summary-SPI-Report_-23.10.2025.xlsx
