week_end_date,change_category,rank_in_category,item_description,unit,price_current_pkr,price_previous_week_pkr,price_year_ago_pkr,wow_change_pct,yoy_change_pct,weight_lowest_group_pct,weight_combined_pct,impact_lowest_group_pct_points,impact_combined_pct_points,source_url
2026-04-23,decrease,1,Tomatoes,1 Kg,67.68,93.55,54.82,-27.65,23.46,1.4395,0.9816,-0.3265744966,-0.2099289158,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,2,Onions,1 Kg,67.71,74.69,51.34,-9.35,31.89,2.6815,1.6822,-0.1336450717,-0.07904538541,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,3,Hi-Speed Diesel,Per Litre,355.32,387.71,259.82,-8.35,36.76,0.0114,0.0874,-0.001381499618,-0.01010716425,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,4,LPG 11.67 kg Cylinder,Each,4947.63,5324.56,3283.43,-7.08,50.68,0.6145,1.437,-0.07952632583,-0.175332404,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,5,Garlic (Lehsun),1 Kg,450.64,470.75,409.84,-4.27,9.96,0.6807,0.5795,-0.01369486578,-0.01101312856,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,6,Bananas (Kela) Local,1 Dozen,190.97,191.87,176.18,-0.47,8.39,0.7124,0.9413,-0.01735884302,-0.02162989773,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,7,Wheat Flour Bag,20 Kg,2087.71,2095.38,1534.43,-0.37,36.06,6.1372,3.9725,0.007207824093,0.004388264591,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,8,Sugar Refined,1 Kg,148.39,148.92,168.12,-0.36,-11.74,5.1148,3.1584,-0.01777929943,-0.01036196671,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,decrease,9,Mustard Oil (Average Quality),1 Kg,552.26,553.48,535.5,-0.22,3.13,0.0216,0.0341,-6.006520078e-05,-8.493415338e-05,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,1,Rice IRRI-6/9 (Sindh/Punjab),1 Kg,154.6,154.6,153.75,0,0.55,0.5922,0.1671,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,2,Beef with Bone (Average Quality),1 Kg,1231.48,1231.48,1087.22,0,13.27,2.4988,3.3533,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,3,Powdered Milk NIDO 390 gm Polybag,Each,1144.82,1144.82,1036.87,0,10.41,0.0803,0.3817,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,4,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,Each,63,63,72.6,0,-13.22,0.2844,0.2279,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,5,Chilies Powder NATIONAL 200 gm Packet,Each,368.65,368.65,320,0,15.2,1.3896,0.8454,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,6,Tea Lipton Yellow Label 190 gm Packet,Each,447.06,447.06,452.21,0,-1.14,3.1478,2.3913,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,7,Cooked Beef at Average Hotel,Per Plate,318.4,318.4,304.68,0,4.5,0.5033,1.0497,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,8,Cooked Daal at Average Hotel,Per Plate,170.67,170.67,164.44,0,3.79,1.3118,1.3014,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,9,Tea Prepared Ordinary,Per Cup,63.77,63.77,61.14,0,4.3,2.5003,2.3564,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,10,Cigarettes Capstan 20'S Packet,Each,247.52,247.52,239.99,0,3.14,1.617,1.0931,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,11,Shirting (Average Quality),1 mtr,536.21,536.21,497.93,0,7.69,0.0317,0.101,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,12,Lawn Printed Gul Ahmed/Al Karam,1 mtr,678.09,678.09,651.27,0,4.12,2.3442,2.1473,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,13,Gents Sandal Bata,Pair,2499,2499,2499,0,0,0.635,0.5122,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,14,Gents Sponge Chappal Bata,Pair,599,599,599,0,0,0.211,0.164,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,15,Ladies Sandal Bata,Pair,1399,1399,1399,0,0,0.9919,1.0148,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,16,Electricity Charges for Q1,Per Unit,7.47,7.47,4.85,0,54.02,8.3627,12.9291,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,17,Gas Charges for Q1,MMBTU,2566.5,2566.5,1976.5,0,29.85,2.0674,3.0667,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,18,Firewood Whole,40 Kg,1482.09,1482.09,1317.17,0,12.52,5.0813,1.1969,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,19,Energy Saver Philips 14 Watt,Each,402.11,402.11,380.86,0,5.58,0.2495,0.3374,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,20,Match Box,Each,6.24,6.24,6.24,0,0,0.3495,0.1969,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,21,Petrol Super,Per Litre,368.77,368.77,255.92,0,44.1,1.4673,6.7018,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,22,Telephone Call Charges,Per Minute,1.79,1.79,1.79,0,0,0.0645,0.5468,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-23,unchanged,23,Toilet Soap LIFEBUOY 115 gm,Each,115.79,115.79,111.48,0,3.87,0.8529,0.6784,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-23.04.2026.xlsx
2026-04-16,increase,1,Tomatoes,1 Kg,93.55,88.03,55.24,6.27,69.35,1.4395,0.9816,0.1059046876,0.06787297239,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,2,Bread plain (Small Size),Each,116.08,112.4,108.83,3.27,6.66,0.1041,0.5698,0.003920179167,0.02015945369,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,3,Eggs Hen (Farm),1 Dozen,247.85,242.78,233.52,2.09,6.14,1.178,1.4424,0.02112707246,0.02429256344,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,4,Milk fresh (Un-boiled),1 Ltr,207.6,205.23,198.4,1.15,4.64,17.5449,18.3937,0.02582530245,0.02541721915,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,5,Lawn Printed Gul Ahmed/Al Karam,1 mtr,678.09,670.97,650.87,1.06,4.18,2.3442,2.1473,0.01972059596,0.0169541849,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,6,Sufi Washing Soap 250 gm Cake,Each,134.94,134.06,132,0.66,2.23,1.1178,0.5917,0.02534650194,0.0126242604,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,7,"Long Cloth 57"" Gul Ahmed/Al Karam",1 mtr,674.77,671.31,643.52,0.52,4.86,4.2221,3.9577,0.01295753877,0.0114433719,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,8,Curd (Dahi) Loose,1 Kg,243.41,242.3,230.78,0.46,5.47,0.7366,1.8181,0.0005685756044,0.001293354072,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,9,Shirting (Average Quality),1 mtr,536.21,535.09,497.93,0.21,7.69,0.0317,0.101,5.985006362e-05,0.0001405819643,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,10,Mutton (Average Quality),1 Kg,2306.21,2301.38,2011.2,0.21,14.67,0.5498,2.4387,0.0007182007634,0.00303657043,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,11,Powdered Milk NIDO 390 gm Polybag,Each,1144.82,1142.95,1036.87,0.16,10.41,0.0803,0.3817,5.985006362e-05,0.0002811639287,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,12,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,Each,1514.59,1513.53,1482.01,0.07,2.2,3.2833,1.4648,0.001226926304,0.0005060950716,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,13,Tea Prepared Ordinary,Per Cup,63.77,63.73,61.14,0.06,4.3,2.5003,2.3564,0.0003890254135,0.0003373967144,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,14,Beef with Bone (Average Quality),1 Kg,1231.48,1230.77,1087.22,0.06,13.27,2.4988,3.3533,0.005326655662,0.006719817896,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,15,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",Each,2985.1,2983.62,2913.22,0.05,2.47,2.148,3.126,0.0008678259225,0.001209004893,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,16,Pulse Moong (Washed),1 Kg,389.51,389.39,396.94,0.03,-1.87,0.8715,0.4816,0.0009276759861,0.0004779786788,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,increase,17,Vegetable Ghee DALDA/HABIB or Other superior Quality 1 kg Pouch,Each,592.01,591.9,574.41,0.02,3.06,3.2833,1.4648,0.003381528595,0.001405819643,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,1,Hi-Speed Diesel,Per Litre,387.71,522.29,259.82,-25.77,49.22,0.0114,0.0874,-0.005805456171,-0.04169661063,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,2,Chicken Farm Broiler (Live),1 Kg,399.91,444.67,437.98,-10.07,-8.69,2.9269,3.8681,-0.2368865518,-0.2941537022,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,3,Onions,1 Kg,74.69,79.99,52.35,-6.63,42.67,2.6815,1.6822,-0.1300242632,-0.07664528696,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,4,LPG 11.67 kg Cylinder,Each,5324.56,5555.08,3319.45,-4.15,60.4,0.6145,1.437,-0.05332640669,-0.1171328927,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,5,Wheat Flour Bag,20 Kg,2095.38,2167.78,1626.82,-3.34,28.8,6.1372,3.9725,-0.07122157571,-0.04329924502,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,6,Petrol Super,Per Litre,368.77,380.56,255.92,-3.1,44.1,1.4673,6.7018,-0.06990487431,-0.2999737955,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,7,Bananas (Kela) Local,1 Dozen,191.87,197.36,182.59,-2.78,5.08,0.7124,0.9413,0.008379008907,0.01037494897,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,8,Garlic (Lehsun),1 Kg,470.75,476.9,429.88,-1.29,9.51,0.6807,0.5795,-0.01481289075,-0.0118370014,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,9,Mustard Oil (Average Quality),1 Kg,553.48,557.97,541.43,-0.8,2.23,0.0216,0.0341,-2.992503181e-05,-2.811639287e-05,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,10,Pulse Mash (Washed),1 Kg,471.89,475.42,463.66,-0.74,1.78,0.2855,0.3269,-0.0007182007634,-0.0007872590003,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,11,Firewood Whole,40 Kg,1482.09,1490.71,1317.17,-0.58,12.52,5.0813,1.1969,-0.0005985006362,-0.0001405819643,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,12,Potatoes,1 Kg,33.56,33.75,61.5,-0.56,-45.43,2.2955,1.2157,0.008319158843,0.004161226145,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,13,Sugar Refined,1 Kg,148.92,149.56,168.55,-0.43,-11.65,5.1148,3.1584,-0.01603981705,-0.00930652604,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,14,Pulse Gram,1 Kg,249.59,250.65,311.97,-0.42,-20,0.7967,0.4711,-0.001047376113,-0.0005904442503,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,15,Gur (Average Quality),1 Kg,223.34,224.14,212.84,-0.36,4.93,0.2341,0.1075,-0.002214452354,-0.0009559573576,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,16,Rice Basmati Broken (Average Quality),1 Kg,215.45,215.83,200.35,-0.18,7.54,2.961,1.2636,0.002094752227,0.0008434917861,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,decrease,17,Pulse Masoor (Washed),1 Kg,260.22,260.68,294.45,-0.18,-11.63,0.6545,0.4608,-0.002663327831,-0.001743216358,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,1,Rice IRRI-6/9 (Sindh/Punjab),1 Kg,154.6,154.6,156.22,0,-1.04,0.5922,0.1671,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,2,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,Each,63,63,72.23,0,-12.78,0.2844,0.2279,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,3,Chilies Powder NATIONAL 200 gm Packet,Each,368.65,368.65,320,0,15.2,1.3896,0.8454,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,4,Tea Lipton Yellow Label 190 gm Packet,Each,447.06,447.06,452.21,0,-1.14,3.1478,2.3913,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,5,Cooked Beef at Average Hotel,Per Plate,318.4,318.4,304.68,0,4.5,0.5033,1.0497,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,6,Cooked Daal at Average Hotel,Per Plate,170.67,170.67,164.44,0,3.79,1.3118,1.3014,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,7,Cigarettes Capstan 20'S Packet,Each,247.52,247.52,238.78,0,3.66,1.617,1.0931,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,8,Georgette (Average Quality),1 mtr,314.77,314.77,301.9,0,4.26,0.7584,0.9024,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,9,Gents Sandal Bata,Pair,2499,2499,2499,0,0,0.635,0.5122,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,10,Gents Sponge Chappal Bata,Pair,599,599,599,0,0,0.211,0.164,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,11,Ladies Sandal Bata,Pair,1399,1399,1399,0,0,0.9919,1.0148,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,12,Electricity Charges for Q1,Per Unit,7.47,7.47,6,0,24.5,8.3627,12.9291,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,13,Gas Charges for Q1,MMBTU,2566.5,2566.5,1976.5,0,29.85,2.0674,3.0667,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,14,Energy Saver Philips 14 Watt,Each,402.11,402.11,380.86,0,5.58,0.2495,0.3374,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,15,Match Box,Each,6.24,6.24,6.24,0,0,0.3495,0.1969,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,16,Telephone Call Charges,Per Minute,1.79,1.79,1.79,0,0,0.0645,0.5468,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-16,unchanged,17,Toilet Soap LIFEBUOY 115 gm,Each,115.79,115.79,110.49,0,4.8,0.8529,0.6784,0,0,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-16.04.2026.xlsx
2026-04-09,increase,1,Hi-Speed Diesel,Per Litre,522.29,337.6,259.82,54.71,101.02,0.0114,0.0874,0.008019442022,0.05832016711,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,2,Petrol Super,Per Litre,380.56,322.9,255.92,17.86,48.7,1.4673,6.7018,0.3435697792,1.491677984,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,3,Tomatoes,1 Kg,88.03,80.5,71.53,9.35,23.07,1.4395,0.9816,0.1410034975,0.09139214394,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,4,LPG 11.67 kg Cylinder,Each,5555.08,5114.65,3349.2,8.61,65.86,0.6145,1.437,0.04513197258,0.1003049557,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,5,Potatoes,1 Kg,33.75,32.41,62.87,4.13,-46.32,2.2955,1.2157,0.0234553605,0.01180732622,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,6,Onions,1 Kg,79.99,77.03,58.05,3.84,37.8,2.6815,1.6822,0.1024739979,0.06110004732,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,7,Eggs Hen (Farm),1 Dozen,242.78,233.96,233.63,3.77,3.92,1.178,1.4424,0.04091121362,0.04765918325,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,8,Beef with Bone (Average Quality),1 Kg,1230.77,1217.72,1080.14,1.07,13.95,2.4988,3.3533,0.02007875333,0.02562075155,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,9,Mutton (Average Quality),1 Kg,2301.38,2277.36,2001.53,1.05,14.98,0.5498,2.4387,0.005064910751,0.02126465061,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,10,Cooked Daal at Average Hotel,Per Plate,170.67,169.18,163.53,0.88,4.37,1.3118,1.3014,0.002019934645,0.001920123438,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,11,Georgette (Average Quality),1 mtr,314.77,312.71,297.94,0.66,5.65,0.7584,0.9024,0.005185503864,0.005846345991,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,12,Cooked Beef at Average Hotel,Per Plate,318.4,316.91,302.44,0.47,5.28,0.5033,1.0497,0.01079308362,0.02137928485,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,13,Bread plain (Small Size),Each,112.4,111.87,108.83,0.47,3.28,0.1041,0.5698,0.0002110379479,0.001031708116,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,14,Tea Prepared Ordinary,Per Cup,63.73,63.46,61.13,0.43,4.25,2.5003,2.3564,0.02478188474,0.02218172449,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,15,Sufi Washing Soap 250 gm Cake,Each,134.06,133.51,132,0.41,1.56,1.1178,0.5917,0.0007537069569,0.0003725612641,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,16,Curd (Dahi) Loose,1 Kg,242.3,241.41,230.78,0.37,4.99,0.7366,1.8181,0.002080231201,0.004871954992,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,17,Firewood Whole,40 Kg,1490.71,1486.57,1316.27,0.28,13.25,5.0813,1.1969,0.01070263879,0.002407318937,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,18,Mustard Oil (Average Quality),1 Kg,557.97,556.41,546.61,0.28,2.08,0.0216,0.0341,3.014827828e-05,2.865855878e-05,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,19,Vegetable Ghee DALDA/HABIB or Other superior Quality 1 kg Pouch,Each,591.9,590.35,578.32,0.26,2.35,3.2833,1.4648,0.004914169359,0.002092074791,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,20,"Long Cloth 57"" Gul Ahmed/Al Karam",1 mtr,671.31,670.02,635.06,0.19,5.71,4.2221,3.9577,0.008803297257,0.007823786546,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,21,Lawn Printed Gul Ahmed/Al Karam,1 mtr,670.97,669.76,641.47,0.18,4.6,2.3442,2.1473,0.003436903724,0.003009148672,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,22,Pulse Moong (Washed),1 Kg,389.39,388.87,396.82,0.13,-1.87,0.8715,0.4816,0.0003014827828,0.0001719513527,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,23,Powdered Milk NIDO 390 gm Polybag,Each,1142.95,1141.72,1036.87,0.11,10.23,0.0803,0.3817,6.029655655e-05,0.000257927029,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,24,Sugar Refined,1 Kg,149.56,149.43,169.04,0.09,-11.52,5.1148,3.1584,0.007326031621,0.004327442376,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,25,Shirting (Average Quality),1 mtr,535.09,534.64,480.24,0.08,11.42,0.0317,0.101,3.014827828e-05,8.597567633e-05,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,26,Milk fresh (Un-boiled),1 Ltr,205.23,205.07,198.37,0.08,3.46,17.5449,18.3937,0.02601796415,0.02593599569,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,27,Pulse Gram,1 Kg,250.65,250.59,308.78,0.02,-18.83,0.7967,0.4711,0.0001205931131,8.597567633e-05,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,increase,28,Pulse Masoor (Washed),1 Kg,260.68,260.63,294.62,0.02,-11.52,0.6545,0.4608,-0.0001808896697,-0.0001146342351,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
2026-04-09,decrease,1,Garlic (Lehsun),1 Kg,476.9,495.64,471.64,-3.78,1.12,0.6807,0.5795,0.006692917778,0.005416467609,https://www.pbs.gov.pk/wp-content/uploads/2020/07/3.-SPI-Report-09.04.2026.xlsx
